id,publicaddress,caseNumber,precinct,reportedDate,reportedDateTime,offense,description,centerLong,centerLat,centerX,centerY,neighborhood
25933,PARK AVE / 16TH ST E,MP2023332136,1,2023/12/15 00:00:00+00,2023/12/15 00:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26511,44.96717,-10382224.16,5616354.417,Elliot Park
25967,0028XX LYNDALE AVE S,MP2023239874,5,2023/09/06 00:00:00+00,2023/09/06 15:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28808,44.951,-10384781.4,5613810.571,Whittier
25968,0025XX THOMAS AVE N,MP2023240263,4,2023/09/06 00:00:00+00,2023/09/06 23:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31332,45.00512,-10387591.14,5622327.388,Willard - Hay
25969,0026XX 3RD ST N,MP2023240400,4,2023/09/07 00:00:00+00,2023/09/07 05:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2834,45.00653,-10384260.21,5622550.307,Hawthorne
25971,0016XX THOMAS AVE N,MP2023240436,4,2023/09/07 00:00:00+00,2023/09/07 08:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31334,44.99608,-10387593.56,5620903.968,Willard - Hay
25973,0040XX BLOOMINGTON AVE,MP2023240483,3,2023/09/07 00:00:00+00,2023/09/07 09:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25239,44.92959,-10380808.66,5610442.926,Bancroft
25974,0036XX PARK AVE,MP2023240488,3,2023/09/07 00:00:00+00,2023/09/07 10:09:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26505,44.93686,-10382218.24,5611587.516,Central
25976,0032XX BRYANT AVE S,MP2023240553,5,2023/09/07 00:00:00+00,2023/09/07 10:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2907,44.94382,-10385072.69,5612681.581,South Uptown
25983,0007XX VINELAND PL,MP2023240819,5,2023/09/07 00:00:00+00,2023/09/07 14:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28917,44.96892,-10384903.41,5616630.396,Lowry Hill
25988,0043XX 28TH AVE S,MP2023241009,3,2023/09/07 00:00:00+00,2023/09/07 21:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23215,44.92419,-10378555.25,5609594.483,Ericsson
25990,0018XX 3RD ST NE,MP2023241040,2,2023/09/07 00:00:00+00,2023/09/07 19:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26463,45.00637,-10382171.1,5622523.599,Bottineau
25992,0032XX MINNEHAHA AVE,MP2023241060,3,2023/09/07 00:00:00+00,2023/09/07 19:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23108,44.94402,-10378436.4,5612712.903,Longfellow
25994,26TH ST E / BLOOMINGTON AVE,MP2023241254,3,2023/09/07 00:00:00+00,2023/09/07 21:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25243,44.95554,-10380812.53,5614524.721,East Phillips
25998,0001XX 32ND ST E,MP2023241437,5,2023/09/08 00:00:00+00,2023/09/08 08:06:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27602,44.94496,-10383438.51,5612861.098,Lyndale
26000,0012XX 35TH AVE N,MP2023241442,4,2023/09/08 00:00:00+00,2023/09/08 08:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29496,45.01855,-10385547.57,5624443.043,Folwell
26101,0005XX LAKE ST W,MP202374022,5,2023/03/28 00:00:00+00,2023/03/28 09:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28619,44.94837,-10384570.82,5613396.485,Whittier
26105,0002XX CHICAGO AVE,MP202381890,1,2023/04/05 00:00:00+00,2023/04/05 11:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25769,44.97661,-10381398.86,5617839.22,Downtown East
26108,0033XX THOMAS AVE N,MP202382289,4,2023/04/05 00:00:00+00,2023/04/05 17:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31334,45.01595,-10387593.76,5624033.559,Cleveland
26113,0001XX CECIL ST SE,MP202382805,2,2023/04/06 00:00:00+00,2023/04/06 08:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21027,44.96366,-10376119.97,5615803.015,Prospect Park - East River Road
26117,0013XX OLIVER AVE N,MP202383050,4,2023/04/06 00:00:00+00,2023/04/06 14:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30697,44.99229,-10386884.33,5620307.172,Willard - Hay
26121,0021XX HENNEPIN AVE,MP202383070,5,2023/04/06 00:00:00+00,2023/04/06 13:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29236,44.96141,-10385257.96,5615448.853,Lowry Hill
26123,0025XX SHERIDAN AVE N,MP202383080,4,2023/04/06 00:00:00+00,2023/04/06 14:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31205,45.00537,-10387450.35,5622367.513,Willard - Hay
26124,0022XX HARRIET AVE,MP202383088,5,2023/04/06 00:00:00+00,2023/04/06 14:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28547,44.96001,-10384491.22,5615228.448,Whittier
26125,0008XX LAKE ST E,MP202383096,3,2023/04/06 00:00:00+00,2023/04/06 14:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26204,44.94836,-10381882.92,5613395.179,Powderhorn Park
26126,0022XX 9TH ST S,MP202383121,3,2023/04/06 00:00:00+00,2023/04/06 15:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24012,44.96397,-10379442.58,5615851.789,Seward
26128,0059XX NICOLLET AVE,MP202383166,5,2023/04/06 00:00:00+00,2023/04/06 18:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27811,44.89493,-10383671.21,5604995.943,Windom
26129,0040XX BLOOMINGTON AVE,MP202383185,3,2023/04/06 00:00:00+00,2023/04/06 16:01:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25239,44.92959,-10380808.66,5610442.926,Bancroft
26130,0003XX 25TH AVE N,MP202383191,4,2023/04/06 00:00:00+00,2023/04/06 15:48:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28416,45.0048,-10384345.01,5622277.708,Hawthorne
26131,0024XX 3RD AVE S,MP202383234,5,2023/04/06 00:00:00+00,2023/04/06 20:57:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27275,44.95826,-10383075.54,5614953.182,Whittier
26132,0032XX PILLSBURY AVE,MP202383239,5,2023/04/06 00:00:00+00,2023/04/06 16:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28138,44.94385,-10384035.67,5612685.551,Lyndale
26133,0024XX 3RD AVE S,MP202383281,5,2023/04/06 00:00:00+00,2023/04/06 17:46:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27275,44.95826,-10383075.54,5614953.182,Whittier
26135,0025XX STEVENS AVE,MP202383322,5,2023/04/06 00:00:00+00,2023/04/06 20:44:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27531,44.95642,-10383360.56,5614663.913,Whittier
26137,0025XX PORTLAND AVE,MP202383334,3,2023/04/06 00:00:00+00,2023/04/06 19:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26767,44.95642,-10382509.3,5614663.843,Phillips West
26138,0028XX 37TH ST E,MP202383355,3,2023/04/06 00:00:00+00,2023/04/06 21:10:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23151,44.93593,-10378483.82,5611440.394,Standish
26139,0025XX 5TH AVE S,MP202383378,3,2023/04/06 00:00:00+00,2023/04/06 21:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26894,44.95643,-10382650.89,5614664.463,Phillips West
26145,0010XX HENNEPIN AVE,MP202383704,1,2023/04/07 00:00:00+00,2023/04/07 01:14:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27852,44.97554,-10383717.09,5617671.354,Downtown West
26148,0022XX 6TH ST NE,MP202383927,2,2023/04/07 00:00:00+00,2023/04/07 10:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25915,45.01054,-10381560.79,5623180.994,Holland
26150,0003XX 25TH ST E,MP202384448,3,2023/04/07 00:00:00+00,2023/04/07 19:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27087,44.95732,-10382865.3,5614805.492,Phillips West
26153,0037XX RUSSELL AVE N,MP2023119996,4,2023/05/13 00:00:00+00,2023/05/13 01:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.31087,45.02319,-10387318.06,5625172.278,Cleveland
26154,0018XX BRYANT AVE N,MP2023120266,4,2023/05/12 00:00:00+00,2023/05/12 19:18:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29105,44.99827,-10385112.11,5621249.746,Near - North
26157,0002XX FREMONT AVE N,MP2023121578,4,2023/05/13 00:00:00+00,2023/05/13 22:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29554,44.97971,-10385612.27,5618327.577,Harrison
26161,39TH AVE N / LYNDALE AVE N,MP2023122388,4,2023/05/14 00:00:00+00,2023/05/14 19:04:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28808,45.02574,-10384781.09,5625574.954,Webber - Camden
26168,0050XX FREMONT AVE N,MP2023122723,4,2023/05/15 00:00:00+00,2023/05/15 09:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29664,45.04661,-10385733.91,5628861.743,Lind - Bohanon
26171,0037XX CEDAR LAKE RD S,MP2023122896,4,2023/05/15 00:00:00+00,2023/05/15 17:40:00+00,AUTOTH,AUTOMOBILE THEFT,-93.32491,44.96527,-10388881.18,5616056.246,Bryn - Mawr
26177,0015XX LAKE ST W,MP2023123093,5,2023/05/15 00:00:00+00,2023/05/15 17:08:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30147,44.94837,-10386272.44,5613396.438,East Isles
26179,13TH AVE S / 27TH ST E,MP2023123200,3,2023/05/15 00:00:00+00,2023/05/15 14:43:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25627,44.95373,-10381240.1,5614240.188,Midtown Phillips
26181,0001XX 17TH ST E,MP2023123309,5,2023/05/15 00:00:00+00,2023/05/15 15:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27467,44.96628,-10383288.5,5616214.546,Steven's Square - Loring Heights
26182,0022XX 9TH ST S,MP2023123325,3,2023/05/15 00:00:00+00,2023/05/15 17:26:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24012,44.96397,-10379442.58,5615851.789,Seward
26187,0002XX IRVING AVE N,MP2023123422,4,2023/05/15 00:00:00+00,2023/05/15 17:42:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29944,44.97851,-10386046.6,5618138.933,Bryn - Mawr
26189,0009XX 27TH AVE SE,MP2023123443,2,2023/05/15 00:00:00+00,2023/05/15 18:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22056,44.96743,-10377265.12,5616395.639,Prospect Park - East River Road
26190,0032XX BENJAMIN ST NE,MP2023123456,2,2023/05/15 00:00:00+00,2023/05/15 18:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22943,45.0268,-10378252.75,5625741.335,Waite Park
26195,50TH ST W / BRYANT AVE S,MP2023123497,5,2023/05/15 00:00:00+00,2023/05/15 20:23:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29082,44.91232,-10385086.19,5607727.944,Lynnhurst
26197,0016XX 22ND ST W,MP2023123523,5,2023/05/15 00:00:00+00,2023/05/15 20:54:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30046,44.96094,-10386159.45,5615373.976,Lowry Hill
26199,0006XX 7TH ST SE,MP2023123598,2,2023/05/15 00:00:00+00,2023/05/15 21:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24385,44.98759,-10379858.12,5619567.348,Marcy Holmes
26200,0022XX RIVERSIDE AVE,MP2023123646,1,2023/05/15 00:00:00+00,2023/05/15 22:12:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2405,44.96734,-10379484.61,5616381.376,Cedar Riverside
26203,0031XX IRVING AVE N,MP2023123808,4,2023/05/16 00:00:00+00,2023/05/16 01:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29938,45.01228,-10386039.69,5623455.299,Jordan
26205,0006XX 18TH ST E,MP2023123880,3,2023/05/16 00:00:00+00,2023/05/16 08:10:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26638,44.96521,-10382366.39,5616046.454,Ventura Village
26206,0020XX ELLIOT AVE,MP2023124000,3,2023/05/16 00:00:00+00,2023/05/16 10:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26109,44.96226,-10381777.38,5615581.952,Ventura Village
26209,0011XX SPRING ST NE,MP2023124128,2,2023/05/16 00:00:00+00,2023/05/16 13:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24288,44.9951,-10379750.23,5620749.876,Beltrami
26237,0009XX 15TH AVE SE,MP2023705115,2,2023/05/14 00:00:00+00,2023/05/14 13:29:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23038,44.98597,-10378357.98,5619312.901,Como
26250,0008XX 60TH ST E,MP2023292841,3,2023/11/01 00:00:00+00,2023/11/01 08:07:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26223,44.89431,-10381904.23,5604898.352,Diamond Lake
26252,0033XX BLAISDELL AVE,MP2023292854,5,2023/11/01 00:00:00+00,2023/11/01 13:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27972,44.94213,-10383850.86,5612415.881,Lyndale
26253,0004XX 7TH ST SE,MP2023292855,2,2023/11/01 00:00:00+00,2023/11/01 08:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24675,44.98874,-10380180.59,5619748.775,Marcy Holmes
26254,0035XX 42ND ST E,MP2023292856,3,2023/11/01 00:00:00+00,2023/11/01 08:15:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22089,44.92694,-10377301.69,5610026.261,Hiawatha
26255,0026XX 16TH AVE S,MP2023292861,3,2023/11/01 00:00:00+00,2023/11/01 08:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25118,44.95464,-10380673.95,5614383.382,East Phillips
26256,0037XX ELLIOT AVE,MP2023292886,3,2023/11/01 00:00:00+00,2023/11/01 09:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26124,44.93505,-10381793.83,5611301.948,Powderhorn Park
26257,0025XX LYNDALE AVE S,MP2023292908,5,2023/11/01 00:00:00+00,2023/11/01 09:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28804,44.95644,-10384776.84,5614665.955,Whittier
26258,0031XX 24TH ST E,MP2023292910,3,2023/11/01 00:00:00+00,2023/11/01 20:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22619,44.95918,-10377891.77,5615097.906,Seward
26263,0044XX PLEASANT AVE,MP2023293080,5,2023/11/01 00:00:00+00,2023/11/01 13:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28314,44.92232,-10384231.1,5609300.025,King Field
26271,25TH ST W / BLAISDELL AVE,MP2023293213,5,2023/11/01 00:00:00+00,2023/11/01 16:03:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27963,44.95732,-10383840.75,5614805.629,Whittier
26272,0043XX GARFIELD AVE,MP2023293214,5,2023/11/01 00:00:00+00,2023/11/01 17:25:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28701,44.9241,-10384662.48,5609580.501,King Field
26275,0033XX HIAWATHA AVE,MP2023293234,3,2023/11/01 00:00:00+00,2023/11/01 16:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23343,44.94125,-10378697.78,5612277.065,Longfellow
26279,FRANKLIN AVE W / HARRIET AVE,MP2023293359,5,2023/11/01 00:00:00+00,2023/11/01 18:48:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28546,44.9627,-10384489.6,5615650.853,Steven's Square - Loring Heights
26287,0044XX SNELLING AVE,MP2023293701,3,2023/11/02 00:00:00+00,2023/11/02 04:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21796,44.92243,-10376976.04,5609317.684,Hiawatha
26288,0041XX 26TH AVE S,MP2023293732,3,2023/11/02 00:00:00+00,2023/11/02 07:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23466,44.9278,-10378835.04,5610162.929,Standish
26289,0009XX 15TH AVE SE,MP2023293740,2,2023/11/02 00:00:00+00,2023/11/02 07:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23038,44.98597,-10378357.98,5619312.901,Como
26291,0004XX MADISON ST NE,MP2023293769,2,2023/11/02 00:00:00+00,2023/11/02 08:28:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2537,44.99412,-10380954.12,5620596.276,St. Anthony East
26293,0004XX MADISON ST NE,MP2023293781,2,2023/11/02 00:00:00+00,2023/11/02 09:21:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2537,44.99412,-10380954.12,5620596.276,St. Anthony East
26296,0010XX 37TH ST E,MP2023293837,3,2023/11/02 00:00:00+00,2023/11/02 10:13:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25936,44.93595,-10381584.1,5611443.314,Powderhorn Park
26298,0025XX 10TH AVE S,MP2023293858,3,2023/11/02 00:00:00+00,2023/11/02 11:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26005,44.95643,-10381661.48,5614664.999,Midtown Phillips
26299,0010XX 7TH ST SE,MP2023293881,2,2023/11/02 00:00:00+00,2023/11/02 13:38:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23828,44.98538,-10379238.17,5619220.835,Marcy Holmes
26302,0033XX RIDGWAY PKWY,MP2023293927,2,2023/11/02 00:00:00+00,2023/11/02 13:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21909,45.00363,-10377101.37,5622093.687,Northeast Park
26347,0025XX CHICAGO AVE,MP2023343488,3,2023/12/28 00:00:00+00,2023/12/28 07:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26259,44.95643,-10381944.03,5614664.57,Midtown Phillips
26348,0061XX MORGAN AVE S,MP2023343601,5,2023/12/28 00:00:00+00,2023/12/28 12:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3055,44.89182,-10386720.68,5604506.057,Armatage
26354,26TH AVE N / HUMBOLDT AVE N,MP2023343715,4,2023/12/28 00:00:00+00,2023/12/28 13:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29807,45.00597,-10385893.85,5622461.657,Jordan
26355,0044XX BLOOMINGTON AVE,MP2023343751,3,2023/12/28 00:00:00+00,2023/12/28 13:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2524,44.92242,-10380809.15,5609316.068,Northrop
26364,0008XX SPRING ST NE,MP2023344038,2,2023/12/28 00:00:00+00,2023/12/28 19:37:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24925,44.99509,-10380458.79,5620748.782,St. Anthony East
26366,0031XX 29TH AVE S,MP2023344088,3,2023/12/28 00:00:00+00,2023/12/28 20:05:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23,44.94591,-10378316.44,5613010.272,Longfellow
26367,0035XX 46TH ST E,MP2023344114,3,2023/12/28 00:00:00+00,2023/12/28 20:51:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22103,44.91969,-10377317.9,5608886.639,Ericsson
26372,0042XX 40TH AVE S,MP2023344319,3,2023/12/29 00:00:00+00,2023/12/29 02:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21531,44.92608,-10376680.83,5609891.2,Hiawatha
26373,0024XX 18TH AVE S,MP2023344327,3,2023/12/29 00:00:00+00,2023/12/29 02:58:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24859,44.95824,-10380386.02,5614949.211,Ventura Village
26375,0024XX NEWTON AVE S,MP2023344365,5,2023/12/29 00:00:00+00,2023/12/29 07:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30619,44.95808,-10386797.1,5614924.044,Kenwood
26376,0058XX SUNRISE DR,MP2023344380,5,2023/12/29 00:00:00+00,2023/12/29 10:21:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29967,44.89625,-10386071.8,5605203.412,Kenny
26377,0025XX PILLSBURY AVE,MP2023344387,5,2023/12/29 00:00:00+00,2023/12/29 11:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2813,44.95643,-10384026.43,5614664.824,Whittier
26378,0042XX 40TH AVE S,MP2023344438,3,2023/12/29 00:00:00+00,2023/12/29 09:31:00+00,AUTOTH,AUTOMOBILE THEFT,-93.21531,44.92608,-10376680.83,5609891.2,Hiawatha
26381,0035XX LYNDALE AVE S,MP2023344509,5,2023/12/29 00:00:00+00,2023/12/29 11:39:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2882,44.9386,-10384795.18,5611859.767,Lyndale
26384,0024XX UNIVERSITY AVE NE,MP2023344542,2,2023/12/29 00:00:00+00,2023/12/29 14:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26312,45.01267,-10382003.35,5623516.217,Bottineau
26449,0026XX MORGAN AVE N,MP202386586,4,2023/04/10 00:00:00+00,2023/04/10 01:48:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30442,45.0069,-10386600.2,5622608.23,Jordan
26453,0006XX 8TH AVE SE,MP202386807,2,2023/04/10 00:00:00+00,2023/04/10 09:35:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24216,44.98626,-10379669.32,5619359.303,Marcy Holmes
26456,0033XX 32ND ST E,MP202386829,3,2023/04/10 00:00:00+00,2023/04/10 10:41:00+00,AUTOTH,AUTOMOBILE THEFT,-93.22363,44.94498,-10377606.49,5612864.451,Longfellow
26460,OAK GROVE ST / CLIFTON PL,MP202386919,1,2023/04/10 00:00:00+00,2023/04/10 12:45:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28554,44.9676,-10384498.3,5616422.091,Loring Park
26468,0032XX GIRARD AVE S,MP202387166,5,2023/04/10 00:00:00+00,2023/04/10 16:15:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29705,44.94382,-10385780.08,5612680.947,South Uptown
26469,0034XX LYNDALE AVE S,MP202387169,5,2023/04/10 00:00:00+00,2023/04/10 17:32:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28818,44.94041,-10384793.04,5612144.409,South Uptown
26472,0055XX CHICAGO AVE,MP202387195,3,2023/04/10 00:00:00+00,2023/04/10 16:47:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26268,44.90249,-10381954.03,5606184.122,Diamond Lake
26476,28TH ST E / PARK AVE,MP202387228,3,2023/04/10 00:00:00+00,2023/04/10 18:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26518,44.95194,-10382232.39,5613958.761,Phillips West
26482,0045XX BRYANT AVE S,MP202387559,5,2023/04/10 00:00:00+00,2023/04/10 23:33:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29087,44.92047,-10385092.11,5609010.296,East Harriet
26484,0009XX 4TH AVE N,MP202387698,4,2023/04/11 00:00:00+00,2023/04/11 06:50:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29187,44.98166,-10385203.01,5618634.356,Sumner - Glenwood
26485,0019XX 27TH AVE N,MP202387703,4,2023/04/11 00:00:00+00,2023/04/11 07:02:00+00,AUTOTH,AUTOMOBILE THEFT,-93.30379,45.0078,-10386530.56,5622749.791,Jordan
26487,0028XX 27TH AVE S,MP202387797,3,2023/04/11 00:00:00+00,2023/04/11 09:30:00+00,AUTOTH,AUTOMOBILE THEFT,-93.23314,44.95107,-10378665.47,5613821.221,Longfellow
26490,0005XX 32ND ST E,MP202387803,3,2023/04/11 00:00:00+00,2023/04/11 09:59:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26836,44.94498,-10382585.95,5612864.322,Central
26491,0012XX 23RD AVE N,MP202387830,4,2023/04/11 00:00:00+00,2023/04/11 12:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2964,45.00261,-10385708.21,5621932.371,Jordan
26492,0027XX IRVING AVE S,MP202387867,5,2023/04/11 00:00:00+00,2023/04/11 11:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.3009,44.95334,-10386209.13,5614179.03,Lowry Hill East
26493,0036XX BRYANT AVE S,MP202387893,5,2023/04/11 00:00:00+00,2023/04/11 11:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29076,44.93679,-10385080.25,5611575.656,South Uptown
26497,0004XX 33RD ST W,MP202387988,5,2023/04/11 00:00:00+00,2023/04/11 14:19:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28495,44.94292,-10384433.34,5612539.345,Lyndale
26498,0004XX BORDER AVE N,MP202387997,1,2023/04/11 00:00:00+00,2023/04/11 12:54:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2853,44.98286,-10384472.21,5618823.534,North Loop
26501,0006XX 20TH AVE S,MP2023178742,1,2023/07/07 00:00:00+00,2023/07/07 21:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.24408,44.96718,-10379883.39,5616355.769,Cedar Riverside
26508,0046XX 15TH AVE S,MP2023179351,3,2023/07/08 00:00:00+00,2023/07/08 07:24:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25367,44.9188,-10380951.38,5608747.702,Northrop
26512,0031XX BLOOMINGTON AVE,MP2023179484,3,2023/07/08 00:00:00+00,2023/07/08 11:20:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25248,44.94564,-10380818.67,5612967.442,Powderhorn Park
26513,0007XX QUINCY ST NE,MP2023179507,2,2023/07/08 00:00:00+00,2023/07/08 11:56:00+00,AUTOTH,AUTOMOBILE THEFT,-93.25117,44.9976,-10380673.05,5621144.161,St. Anthony East
26522,0029XX CHICAGO AVE,MP2023179707,3,2023/07/08 00:00:00+00,2023/07/08 15:36:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26267,44.94884,-10381953.15,5613470.936,Midtown Phillips
26523,0001XX 9TH ST N,MP2023179724,1,2023/07/08 00:00:00+00,2023/07/08 16:06:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27733,44.97851,-10383585.12,5618138.59,Downtown West
26524,27TH AVE N / BRYANT AVE N,MP2023179766,4,2023/07/08 00:00:00+00,2023/07/08 16:58:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29052,45.00773,-10385053.53,5622738.369,Hawthorne
26526,0017XX STEVENS AVE,MP2023179814,5,2023/07/08 00:00:00+00,2023/07/08 17:49:00+00,AUTOTH,AUTOMOBILE THEFT,-93.2753,44.96575,-10383358.47,5616130.889,Steven's Square - Loring Heights
26531,0022XX PLEASANT AVE,MP2023180228,5,2023/07/09 00:00:00+00,2023/07/09 01:17:00+00,AUTOTH,AUTOMOBILE THEFT,-93.28293,44.96001,-10384207.84,5615227.71,Whittier
26553,0007XX VAN WHITE MEMORIAL BLVD,MP202374299,4,2023/03/28 00:00:00+00,2023/03/28 16:18:00+00,AUTOTH,AUTOMOBILE THEFT,-93.29331,44.98532,-10385363.3,5619210.986,Sumner - Glenwood
26556,0004XX 7TH ST S,MP202378933,1,2023/04/02 00:00:00+00,2023/04/02 06:00:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26611,44.97429,-10382336.15,5617475.658,Downtown West
26557,26TH ST E / 3RD AVE S,MP202378963,5,2023/04/02 00:00:00+00,2023/04/02 08:11:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27277,44.95553,-10383077.73,5614523.233,Whittier
26558,0041XX OAKLAND AVE,MP202378978,3,2023/04/02 00:00:00+00,2023/04/02 08:55:00+00,AUTOTH,AUTOMOBILE THEFT,-93.26628,44.92785,-10382355.28,5610169.406,Bryant
26559,0019XX 3RD AVE S,MP202378999,5,2023/04/02 00:00:00+00,2023/04/02 10:25:00+00,AUTOTH,AUTOMOBILE THEFT,-93.27276,44.96332,-10383076.06,5615748.818,Steven's Square - Loring Heights
